cost_multiple,gross_pnl,net_pnl,sharpe_net,cost_share_of_gross
0.0,0.421662244751141,0.421662244751141,0.03165923684514585,0.0
0.25,0.421662244751141,-1.79115579399362,-0.10285276653265506,5.247844848074398
0.5,0.421662244751141,-4.003973832738382,-0.15216196144058014,10.495689696148796
1.0,0.421662244751141,-8.429609910227903,-0.17729833389648528,20.991379392297592
1.5,0.421662244751141,-12.855245987717426,-0.18399131563230697,31.48706908844639
2.0,0.421662244751141,-17.28088206520695,-0.1868248633962727,41.982758784595184
3.0,0.421662244751141,-26.132154220185992,-0.18926715316296305,62.97413817689278
