signal,count,mean,std,min,25%,50%,75%,max
ofi,953734.0,-0.01866779013391744,1.1479999231977684,-50.732378674181604,-0.15741712172722358,0.0,0.1355283292002286,76.65348813362348
queue_imbalance,953829.0,0.032632436556885434,0.4447441980360577,-0.9998817337827449,-0.28221363579708336,0.009900990099009901,0.3368489538746019,0.999931682322801
microprice_deviation,953829.0,8.420312065334556e-06,0.00010890403157857186,-0.001807076954423356,-5.7920462168551525e-05,1.8710795935080806e-06,7.223297897571627e-05,0.0014770265138823637
spread,953829.0,0.00046119986306703974,0.00019765449913305662,1.7008104361712892e-05,0.0003287851389117726,0.0003711263685284101,0.0006521260189467122,0.003993534277835988
